plateifu,iauname,objra,objdec
8311-9102,J133436.86+230713.4,203.653588544,23.1204111228
8312-12701,J162322.16+391255.4,245.842283311,39.2153351541
8312-12702,J162105.00+395502.6,245.270870484,39.9173908047
8312-12703,J162850.16+395006.3,247.209058618,39.83508743
8312-12704,J162912.90+410859.0,247.304125164,41.1508723641
8312-12705,J162837.29+394156.1,247.155376088,39.69890557
8312-1901,J162507.66+392608.7,246.281956316,39.4357261528
8312-1902,J163020.13+394815.5,247.583911576,39.8043232273
8312-3701,J162758.67+393614.3,246.994480533,39.6039607014
8312-3702,J162858.86+411519.0,247.245291144,41.255253243
8312-3703,J162943.70+400059.4,247.432124303,40.0165041511
8312-3704,J162839.23+393106.7,247.163484693,39.5185461511
8312-6101,J162541.83+393600.3,246.441544357,39.6091821378
8312-6102,J162538.67+400555.8,246.411128006,40.0988261907
8312-6103,J162733.00+410818.5,246.887611078,41.1385055016
8312-6104,J163033.23+412618.9,247.638466864,41.4385861863
8312-9101,J162703.61+393138.4,246.765073506,39.527385803
8312-9102,J162755.24+391531.8,246.980181138,39.2588221446
8313-12701,J155758.99+414728.3,239.4918,41.792591
8313-12702,J160242.57+411150.2,240.67741912,41.1972609837
8313-12703,J160127.80+422317.5,240.365851242,42.3881865027
8313-12704,J160350.39+413118.7,240.960024301,41.5218602856
8313-12705,J161043.81+410854.8,242.682530759,41.1485576864
8313-1901,J160108.90+415250.7,240.287125377,41.8807489359
8313-1902,J160630.25+412035.8,241.626107116,41.343303204
8313-3701,J160456.70+412121.0,241.235612985,41.3572357459
8313-3702,J155925.55+421548.4,239.856505391,42.2634592319
8313-3703,J160723.18+414232.1,241.846680273,41.7089702164
8313-3704,J160500.80+412326.0,241.252476821,41.3917200794
8313-6101,J160237.93+411736.3,240.65805398,41.2934271029
8313-6102,J160338.98+410911.0,240.912436689,41.1530561798
8313-6103,J155744.79+414234.2,239.436637925,41.7095243117
8313-6104,J161046.98+415901.3,242.695859781,41.9836706754
8313-9101,J155847.40+415617.1,239.697545939,41.9380974666
8313-9102,J155957.10+412840.0,239.987945488,41.4777751316
8314-12701,J160301.41+393843.0,240.755938916,39.6452629292
8314-12702,J160352.09+395903.9,240.967304805,39.9844254876
8314-12703,J161250.95+401907.8,243.212322011,40.3188385164
8314-12704,J161448.70+393054.0,243.706365393,39.5143664319
8314-12705,J161729.78+385443.9,244.374065361,38.9122194433
8314-1901,J161100.18+391921.7,242.75077103,39.322704213
8314-1902,J161302.16+391413.6,243.259025941,39.2371298692
8314-3701,J160503.01+393353.1,241.262593417,39.5647674012
8314-3702,J160323.44+395908.7,240.847729402,39.98574614
8314-3703,J160611.68+402444.2,241.548686866,40.412275661
8314-3704,J161237.21+392508.5,243.155037322,39.4190235377
8314-6101,J161358.56+393150.2,243.49400783,39.5306373556
8314-6102,J160810.94+390811.6,242.045499034,39.136541436
8314-6103,J160556.66+400916.9,241.486116707,40.1546994115
8314-6104,J161600.51+392951.3,244.00217584,39.4976325937
8314-9101,J160932.07+400346.6,242.383666405,40.0629524682
8314-9102,J160741.64+385550.6,241.923516234,38.9307305445
8315-12701,J153812.95+381027.1,234.553977499,38.1741876812
8315-12702,J153931.99+380949.3,234.883330192,38.1637151167
8315-12703,J154504.17+395135.3,236.2674028,39.8598311064
8315-12704,J154423.06+393332.1,236.096078234,39.5589501996
8315-12705,J154340.91+393225.2,235.92048814,39.5403571158
8315-1901,J154302.17+383937.7,235.759080608,38.6604998963
8315-1902,J154948.33+380010.5,237.451396226,38.0029235864
8315-3701,J154250.26+381325.8,235.709491246,38.2238412017
8315-3702,J154311.28+391419.6,235.797029139,39.2387736443
8315-3703,J154439.77+382531.2,236.165732503,38.4253570829
8315-3704,J155133.15+381757.9,237.888156574,38.2994367409
8315-6101,J154840.08+373029.8,237.167053784,37.5082749292
8315-6102,J153747.56+381632.1,234.44816,38.2756
8315-6103,J154013.72+395414.8,235.057231432,39.9041366035
8315-6104,J154306.80+390908.9,235.779168643,39.1513464338
8315-9101,J154308.66+400254.8,235.786093375,40.0485541708
8315-9102,J154049.91+383048.4,235.208007294,38.5134589921
8317-12701,J124904.77+434959.4,192.269935204,43.8331684391
8317-12702,J125344.28+431506.9,193.433367119,43.2498618342
8317-12703,J125835.98+443150.8,194.650015032,44.530786849
8317-12704,J125448.95+440920.1,193.70398981,44.1555657173
8317-12705,J125525.42+435617.0,193.855952744,43.9380638089
8317-1901,J125119.50+422605.7,192.83129263,42.4349452446
8317-1902,J125534.61+422053.9,193.894276074,42.3482796776
8317-3701,J125755.30+425614.1,194.480465152,42.9372869668
8317-3702,J125440.01+435212.3,193.666721192,43.8700765532
8317-3703,J125940.11+441951.0,194.917190892,44.3308701337
8317-3704,J130119.58+431637.9,195.331595822,43.2772138273
8317-6101,J124641.90+431832.4,191.674632081,43.309041216
8317-6102,J125942.00+434511.5,194.925026457,43.7531796624
8317-6103,J125304.84+445737.3,193.270198644,44.9603482345
8317-6104,J125932.49+424532.5,194.885391702,42.7589264511
8317-9101,J124941.21+441757.5,192.421756292,44.299358453
8317-9102,J125154.49+440536.1,192.977010653,44.0934015539
8318-12701,J130626.65+451720.4,196.611052618,45.2889996883
8318-12702,J130546.57+462742.3,196.444036535,46.4618557637
8318-12703,J130455.77+473013.1,196.232419455,47.5036436707
8318-12704,J130827.46+463410.4,197.114483081,46.5696014209
8318-12705,J130938.75+451609.2,197.411496619,45.2692467822
8318-1901,J130701.21+461833.9,196.755055271,46.3094313124
8318-1902,J130528.54+453454.6,196.368917309,45.5818737837
8318-3701,J130724.89+445612.0,196.853735473,44.9366920033
8318-3702,J131110.50+464248.8,197.793842512,46.7135615712
8318-3703,J131357.97+454216.1,198.491577212,45.7044634138
8318-3704,J131134.03+445559.0,197.891833505,44.9330782011
8318-6101,J130941.20+460123.9,197.421657109,46.0233156886
8318-6102,J130857.42+455419.7,197.239319048,45.9054469821
8318-6103,J130717.01+454341.3,196.820876302,45.7281516172
8318-6104,J131316.61+470515.1,198.319269623,47.0875616275
8318-9101,J130420.69+450323.9,196.086288313,45.0566592336
8318-9102,J131150.26+465557.6,197.959465358,46.9327158022
8319-12701,J131826.10+471323.4,199.60876231,47.2231656037
8319-12702,J131614.75+473557.5,199.061490533,47.5993643925
8319-12703,J131730.11+474659.3,199.375496188,47.7831791404
8319-12704,J131946.26+474255.9,199.942788791,47.7155742145
8319-12705,J132830.82+474250.6,202.128436403,47.7140384144
8319-1901,J132107.60+484151.8,200.281698257,48.6977464835
8319-1902,J131731.62+474035.9,199.381778619,47.6766457959
8319-3701,J131717.39+472031.2,199.3225054,47.3420135692
8319-3702,J131458.36+481140.7,198.743165807,48.1946172876
8319-3703,J132507.99+482040.1,201.283303096,48.344505797
8319-3704,J131657.57+475206.0,199.239947241,47.8683354111
8319-6101,J132417.73+472303.1,201.073918277,47.3842314915
8319-6102,J131946.74+481223.7,199.944770082,48.2065758276
8319-6103,J132706.58+490257.5,201.777437777,49.049317198
8319-6104,J132852.12+492856.9,202.217214914,49.4825159674
8319-9101,J133008.03+485335.7,202.533480747,48.8932602825
8319-9102,J132614.63+471801.0,201.560998184,47.3003378894
8320-12701,J134211.66+221608.9,205.548609157,22.2691540173
8320-12702,J134451.22+230117.3,206.21346966,23.0215233924
8320-12703,J134631.43+230719.6,206.630975904,23.1221362578
8320-12704,J134536.19+225942.0,206.400824575,22.9950286802
8320-12705,J134609.00+215339.4,206.537552071,21.8943036757
8320-1901,J134434.61+234747.7,206.144236809,23.7966101545
8320-1902,J134252.13+220736.9,205.717244807,22.126968058
8320-3701,J134603.53+220707.7,206.514715269,22.1188427337
8320-3702,J134109.42+231640.5,205.289299982,23.2779276984
8320-3703,J134511.90+230418.9,206.299565786,23.0718639552
8320-3704,J134626.98+220436.2,206.612456043,22.0767419456
8320-6101,J134630.60+224221.6,206.627529147,22.7060191923
8320-6102,J134307.70+221032.8,205.782134401,22.1758149643
8320-6103,J134332.02+222952.6,205.883449883,22.4979523679
8320-6104,J134612.80+230506.9,206.554380713,23.0840530659
8320-9101,J134515.32+231859.5,206.313852837,23.3165126883
8320-9102,J134719.26+215001.7,206.830271013,21.8338378511
8321-12701,J130952.11+282256.7,197.467258338,28.3825099289
8321-12702,J130956.87+283329.1,197.487062751,28.5582294277
8321-12703,J131401.44+292425.1,198.50605732,29.4069742477
8321-12704,J130822.10+291337.9,197.09016,29.22843
8321-12705,J130857.19+281655.0,197.23827,28.28052
8321-1901,J130227.79+292915.2,195.615824643,29.4875911163
8321-1902,J130723.24+275155.8,196.846848622,27.8655124363
8321-3701,J130800.77+280452.4,197.003247752,28.0812453664
8321-3702,J130606.44+284206.3,196.526874172,28.7017452522
8321-3703,J131008.29+281723.6,197.534549813,28.2899064821
8321-3704,J131227.01+281933.0,198.11258917,28.3258409379
8321-6101,J130231.96+282621.5,195.633181919,28.4393347683
8321-6102,J130809.10+274935.7,197.037945804,27.826596591
8321-6103,J130449.26+283940.3,196.205381039,28.6611919513
8321-6104,J130633.14+291102.7,196.638125786,29.184075159
8321-9101,J130951.70+285401.4,197.465445127,28.900375222
8321-9102,J131118.16+294738.6,197.82575138,29.7940500714
8322-12701,J131258.09+311533.9,198.24297,31.25866
8322-12702,J132023.06+302641.0,200.09610911,30.4447207527
8322-12703,J132248.62+311927.9,200.702317907,31.3244967036
8322-12704,J131612.10+305657.0,199.051371303,30.9502990173
8322-12705,J132425.42+305733.4,201.105947287,30.9592888955
8322-1901,J131507.90+302411.9,198.784245451,30.4037749681
8322-1902,J132400.72+302740.4,201.003014362,30.4612039592
8322-3701,J131615.95+301552.2,199.066481776,30.264531572
8322-3702,J132028.86+312107.1,200.120280018,31.3519930682
8322-3703,J132342.79+313055.7,200.928341053,31.5154765782
8322-3704,J132113.39+302841.0,200.305919224,30.4781117192
8322-6101,J132207.73+300839.9,200.532227281,30.1444065186
8322-6102,J132110.57+302004.5,200.294065817,30.3346395591
8322-6103,J131721.28+310334.1,199.338732164,31.0593789008
8322-6104,J132344.90+302834.6,200.937091695,30.4762835224
8322-9101,J131825.79+312808.9,199.60756,31.46795
8322-9102,J132051.27+312326.7,200.213653253,31.390762043
8323-12701,J130528.69+335057.9,196.370375041,33.8487234632
8323-12702,J130702.77+345843.1,196.76151355,34.9786112828
8323-12703,J130139.80+361724.9,195.41605,36.2901
8323-12704,J130734.80+360010.4,196.895014012,36.0029579413
8323-12705,J130710.50+341756.9,196.793914503,34.2980074671
8323-1901,J130154.15+361343.4,195.475622379,36.228709184
8323-1902,J130803.69+340027.9,197.017360635,34.0075733118
8323-3701,J130133.49+340700.1,195.389583184,34.1166991866
8323-3702,J130028.02+342246.8,195.116796758,34.3796721709
8323-3703,J130545.55+344051.9,196.439832774,34.6810757842
8323-3704,J131136.50+342511.2,197.902098789,34.4198212081
8323-6101,J130754.81+340513.5,196.978400702,34.0870995491
8323-6102,J130154.06+344531.1,195.475286109,34.7586538014
8323-6103,J130424.64+362847.9,196.102718588,36.4799500087
8323-6104,J130540.03+351444.7,196.416843842,35.2459357501
8323-9101,J130415.20+352455.7,196.063349007,35.4154973954
8323-9102,J131217.83+350035.4,198.074427148,35.0098316725
8324-12701,J131115.14+464202.3,197.813416042,46.7006985856
8324-12702,J131130.99+462030.3,197.879163852,46.3417588233
8324-12703,J131303.59+463252.6,198.265001515,46.5479280865
8324-12704,J131314.75+462505.9,198.31155937,46.4183797848
8324-12705,J131829.74+451701.2,199.623887217,45.2838391634
8324-1901,J131731.62+474035.9,199.381778619,47.6766457959
8324-1902,J131122.89+470904.9,197.845382682,47.1513834879
8324-3701,J131208.56+452536.5,198.035688662,45.4268362322
8324-3702,J131659.21+471606.4,199.246719183,47.2685727166
8324-3703,J132301.95+465218.4,200.758153078,46.871765926
8324-3704,J131143.24+463450.8,197.930196013,46.5807706541
8324-6101,J131057.00+455925.9,197.737491713,45.9905476985
8324-6102,J131305.68+454032.4,198.273746064,45.6756409489
8324-6103,J131537.87+475622.9,198.907721526,47.9396336477
8324-6104,J131550.13+462019.7,198.958903853,46.3388300034
8324-9101,J130945.12+455445.6,197.438023064,45.9126575731
8324-9102,J131657.57+475206.0,199.239947241,47.8683354111
8325-12701,J140042.31+455000.3,210.176336711,45.8334223968
8325-12702,J135934.82+470851.5,209.895142449,47.1476800318
8325-12703,J141235.79+471510.9,213.149187912,47.2530577
8325-12704,J140758.01+475423.0,211.991755192,47.9064008103
8325-12705,J140824.26+471625.4,212.101063845,47.2737209102
8325-1901,J141111.15+462326.0,212.796479368,46.3905494068
8325-1902,J141055.17+460342.5,212.729926067,46.0618316588
8325-3701,J135741.85+464252.0,209.424426717,46.7144264623
8325-3702,J135919.70+475722.4,209.832049872,47.9561825947
8325-3703,J141007.09+462622.3,212.529428799,46.4395604501
8325-3704,J140554.81+453840.8,211.478409084,45.644675495
8325-6101,J140013.19+462555.9,210.054964333,46.4322065481
8325-6102,J140608.17+463609.1,211.534055461,46.6025498913
8325-6103,J140827.87+481200.6,212.116140368,48.2001554186
8325-6104,J140553.81+482156.0,211.474226488,48.3655452742
8325-9101,J140322.24+481511.1,210.84269901,48.2530853947
8325-9102,J140541.44+462538.8,211.422653928,46.4274417048
8326-12701,J141235.79+471510.9,213.149187912,47.2530577
8326-12702,J141854.32+455730.0,214.726268165,45.9584150865
8326-12703,J142151.15+480201.6,215.463145967,48.0337900958
8326-12704,J141730.05+474253.6,214.375197857,47.7149584725
8326-12705,J142818.68+464925.8,217.077905948,46.8238432166
8326-1901,J141515.13+475224.0,213.813097542,47.8733435601
8326-1902,J141925.11+455151.3,214.854653976,45.8642518321
8326-3701,J141741.30+452757.0,214.422103097,45.4658215702
8326-3702,J142123.17+475506.3,215.346547038,47.9184171568
8326-3703,J142105.96+481829.3,215.274863658,48.3081727439
8326-3704,J141924.05+455402.8,214.850245319,45.9007920259
8326-6101,J142132.40+475745.9,215.385064339,47.9627317242
8326-6102,J142004.29+470716.8,215.017906947,47.1213302326
8326-6103,J141916.55+480339.6,214.818992501,48.0610045702
8326-6104,J142501.46+475712.5,216.256140174,47.9534929732
8326-9101,J141514.25+474459.9,213.809361648,47.7499574049
8326-9102,J142345.79+455552.3,215.940812985,45.9311854386
8327-12701,J133238.50+434925.0,203.160455841,43.823622653
8327-12702,J133913.90+441503.5,204.807938343,44.251001563
8327-12703,J134353.76+451950.4,205.974001327,45.3306436538
8327-12704,J133744.63+442323.1,204.435966904,44.3897529293
8327-12705,J133646.63+435028.9,204.194313552,43.8413756088
8327-1901,J133430.91+440138.0,203.628338044,44.0272163136
8327-1902,J133150.71+440907.9,202.961340774,44.1522233239
8327-3701,J133452.21+440402.8,203.71758692,44.0674609796
8327-3702,J133436.76+460914.6,203.653215413,46.1540879549
8327-3703,J133118.90+444807.1,202.828754981,44.8020102924
8327-3704,J133638.02+434531.6,204.159811033,43.7594120678
8327-6101,J133459.30+434918.0,203.747102823,43.8216996484
8327-6102,J134239.51+453503.6,205.664653438,45.5843495134
8327-6103,J132758.98+454533.9,201.995781397,45.7594504466
8327-6104,J134321.02+454744.8,205.837588641,45.7957818182
8327-9101,J132912.71+445743.7,202.302980108,44.9621600576
8327-9102,J134110.65+455352.3,205.294433071,45.8978528614
8328-12701,J135855.15+435354.8,209.729822501,43.898557724
8328-12702,J135440.13+444953.5,208.667233467,44.8315186342
8328-12703,J135945.99+461549.9,209.941719213,46.263855996
8328-12704,J135735.23+450502.3,209.396814741,45.0839740105
8328-12705,J135622.46+445346.6,209.09358915,44.8962761346
8328-1901,J140554.81+453840.8,211.478409084,45.644675495
8328-1902,J140600.59+454613.9,211.502586934,45.776747866
8328-3701,J140301.92+442806.0,210.758004407,44.4683371458
8328-3702,J135605.01+455520.4,209.020930738,45.9223883188
8328-3703,J135644.78+445411.9,209.186609738,44.9032727281
8328-3704,J140642.55+442554.6,211.677260988,44.4316705889
8328-6101,J135635.35+445622.5,209.150324411,44.941650175
8328-6102,J140200.08+453342.7,210.500396802,45.5619101157
8328-6103,J135512.07+462000.8,208.800320265,46.3335610637
8328-6104,J140349.68+452054.8,210.957072623,45.348557935
8328-9101,J135411.93+441229.0,208.549755273,44.2080286337
8328-9102,J135746.64+450227.0,209.444360498,45.0408216689
8329-12701,J141340.03+435159.7,213.416820051,43.8665647606
8329-12702,J140642.55+442554.6,211.677260988,44.4316705889
8329-12703,J141327.69+435449.8,213.365362798,43.9138137236
8329-12704,J141508.07+453541.4,213.783652001,45.5948493729
8329-12705,J141811.45+442827.3,214.547722959,44.4742758113
8329-1901,J141741.30+452757.0,214.422103097,45.4658215702
8329-1902,J141853.30+452126.0,214.729400236,45.356647295
8329-3701,J141343.72+433945.0,213.432186232,43.6624813137
8329-3702,J141358.87+435334.7,213.495430037,43.8929466347
8329-3703,J141614.44+435522.6,214.060210955,43.9229334765
8329-3704,J141835.50+440721.0,214.647824001,44.1224317199
8329-6101,J141047.61+433627.0,212.698424121,43.6074937769
8329-6102,J140737.16+442856.2,211.904865423,44.4822692358
8329-6103,J141224.81+442739.1,213.103435454,44.4608684501
8329-6104,J141225.99+454129.9,213.110482013,45.6904101161
8329-9101,J140459.84+444511.4,211.25307421,44.7524445135
8329-9102,J141824.40+444427.0,214.601728581,44.7407674397
8330-12701,J133247.12+380523.2,203.196338983,38.0897849445
8330-12702,J133524.73+380542.5,203.85303,38.09515
8330-12703,J133329.90+403146.8,203.374602013,40.529670292
8330-12704,J133429.92+381738.8,203.62467398,38.294119525
8330-12705,J134132.64+384716.7,205.386024339,38.7879976571
8330-1901,J133406.16+394118.0,203.525726598,39.6883852634
8330-1902,J134055.44+385224.0,205.231149643,38.8734098611
8330-3701,J133339.30+380142.0,203.413771905,38.0283537332
8330-3702,J133535.16+400640.0,203.896532182,40.1110948086
8330-3703,J133642.74+391218.2,204.17813493,39.205094774
8330-3704,J133810.52+383956.2,204.543877891,38.6656120342
8330-6101,J133306.01+375800.3,203.275045804,37.9667392036
8330-6102,J133255.67+401525.5,203.231976288,40.2570768643
8330-6103,J133208.46+402959.6,203.035268602,40.4999081255
8330-6104,J134048.93+381618.8,205.203897366,38.2718746062
8330-9101,J133550.09+401618.0,203.958723047,40.2716872812
8330-9102,J134002.74+402515.3,205.011447114,40.4209145731
8331-12701,J133508.47+423849.9,203.78530921,42.647202515
8331-12702,J133957.85+412017.0,204.99108268,41.3380714808
8331-12703,J133930.88+432802.0,204.878671721,43.4672321415
8331-12704,J134100.25+422553.1,205.251031775,42.4314116287
8331-12705,J134520.26+412320.1,206.334432527,41.3889308304
8331-1901,J133700.57+432532.1,204.252399017,43.4255815984
8331-1902,J133820.82+424829.3,204.586841445,42.8081951633
8331-3701,J133626.73+430054.3,204.111415015,43.0150799233
8331-3702,J133630.52+432417.3,204.127180634,43.404798448
8331-3703,J133636.04+432224.1,204.150191543,43.3733683513
8331-3704,J134404.09+430426.3,206.017042218,43.0739759121
8331-6101,J133534.88+422407.9,203.895344508,42.4021725079
8331-6102,J134340.53+414144.9,205.918869004,41.6958237593
8331-6103,J133549.66+424041.9,203.956924722,42.6783120456
8331-6104,J134511.10+421910.2,206.296273864,42.3195133782
8331-9101,J133557.16+413616.7,203.988189415,41.6046472776
8331-9102,J133620.15+420226.6,204.08396698,42.0407521765
8332-12701,J134650.37+423904.7,206.709891359,42.6512883268
8332-12702,J135142.91+430959.7,207.928807189,43.1666029589
8332-12703,J135313.66+440842.0,208.306954205,44.1450180795
8332-12704,J135638.55+433508.7,209.163574437,43.585640819
8332-12705,J135700.46+432143.2,209.251980577,43.3620339874
8332-1901,J135933.24+423628.4,209.888549794,42.6079304492
8332-1902,J135704.97+415046.5,209.270729549,41.8462774355
8332-3701,J135505.68+425650.5,208.773681082,42.9473604228
8332-3702,J135129.47+434823.1,207.872808357,43.8064280934
8332-3703,J134954.68+432856.0,207.47786008,43.4822395095
8332-3704,J135833.54+414327.0,209.639791989,41.724180851
8332-6101,J134934.86+425939.3,207.395291601,42.99426814
8332-6102,J135656.19+431848.4,209.234177154,43.3134779654
8332-6103,J135037.77+434550.7,207.657429867,43.764131306
8332-6104,J135422.11+440655.9,208.592155931,44.115556514
8332-9101,J135013.78+424446.6,207.557469772,42.7462672628
8332-9102,J140057.83+425120.3,210.240944984,42.8556424101
8333-12701,J141343.72+433945.0,213.432186232,43.6624813137
8333-12702,J141718.74+433113.3,214.328094382,43.5203795212
8333-12703,J141910.52+440815.6,214.793892374,44.1376665968
8333-12704,J141614.44+435522.6,214.060210955,43.9229334765
8333-12705,J141708.19+424058.0,214.2841704,42.682763718
8333-1901,J142249.01+422344.3,215.704219892,42.3956483269
8333-1902,J142611.18+424240.5,216.546598245,42.7112417247
8333-3701,J141722.67+421716.6,214.344523739,42.2879733012
8333-3702,J141835.50+440721.0,214.647824001,44.1224317199
8333-3703,J142147.93+421940.2,215.449747404,42.327856382
8333-3704,J142655.56+420545.8,216.731509458,42.0960470482
8333-6101,J141513.69+414027.5,213.807042575,41.6743282405
8333-6102,J141801.61+414939.4,214.506766167,41.8276427183
8333-6103,J141751.51+432505.7,214.464654219,43.418240452
8333-6104,J141918.14+424027.2,214.825638862,42.6742310975
8333-9101,J141408.97+431150.4,213.537366962,43.1973205721
8333-9102,J142017.42+430346.1,215.072632347,43.0627986743
8334-12701,J141031.43+385353.8,212.631847333,38.8935318424
8334-12702,J141333.52+395305.7,213.38977581,39.8849848256
8334-12703,J141626.02+393904.3,214.10843036,39.6512414364
8334-12704,J141637.80+401258.6,214.15764274,40.2162941312
8334-12705,J141638.94+394159.3,214.162346427,39.6997896537
8334-1901,J141549.18+394752.4,213.954953718,39.7979162715
8334-1902,J141659.85+393959.9,214.249448927,39.666659907
8334-3701,J141229.67+391504.2,213.123697004,39.2511786235
8334-3702,J140930.25+410639.3,212.376082104,41.1109298877
8334-3703,J141255.25+391845.5,213.23023003,39.3126522793
8334-3704,J141243.71+390623.4,213.18216168,39.1065273454
8334-6101,J140629.83+392946.3,211.624303419,39.4961978297
8334-6102,J141210.93+391930.3,213.04569,39.32505
8334-6103,J141310.31+395158.9,213.29303253,39.866364216
8334-6104,J141505.35+402023.5,213.772331969,40.3398632427
8334-9101,J141038.68+411147.4,212.661184583,41.1964974477
8334-9102,J141217.79+391717.2,213.074070414,39.2881130979
8335-12701,J142134.86+402129.1,215.395282581,40.3580862721
8335-12702,J142157.01+401145.3,215.487486083,40.1958015241
8335-12703,J142730.47+405749.6,216.876772621,40.9637170801
8335-12704,J142252.39+403721.9,215.718400019,40.6225967971
8335-12705,J142701.81+395735.7,216.75986,39.95721
8335-1901,J142114.75+393909.1,215.31147557,39.6525362953
8335-1902,J143240.23+405715.1,218.167644781,40.9542282722
8335-3701,J143024.15+400037.5,217.60067303,40.010457027
8335-3702,J142752.04+403748.5,216.966906508,40.6301436817
8335-3703,J143320.52+403300.7,218.335551581,40.5502139407
8335-3704,J143011.51+395418.6,217.548068558,39.9051740055
8335-6101,J142055.01+400715.6,215.229240711,40.1210273909
8335-6102,J142737.14+402426.3,216.904792332,40.4073058026
8335-6103,J142351.53+401531.8,215.964725773,40.2588310023
8335-6104,J142823.49+404832.5,217.097902013,40.8090391299
8335-9101,J142051.99+402143.6,215.216684547,40.3621202999
8335-9102,J143245.98+404300.3,218.191573728,40.7166453308
8336-12701,J140129.03+373849.9,210.371046129,37.6471489209
8336-12702,J140114.72+375258.7,210.311387601,37.8829879225
8336-12703,J140310.03+384606.0,210.791801718,38.7683216181
8336-12704,J140223.29+384237.0,210.597153817,38.7102227778
8336-12705,J140434.41+383300.6,211.143358889,38.5501457827
8336-1901,J140113.86+384128.7,210.307779051,38.6913175651
8336-1902,J140143.30+384011.7,210.430426069,38.6699301431
8336-3701,J140130.46+383057.2,210.376924931,38.5159158873
8336-3702,J140052.51+384329.7,210.218832026,38.7249315645
8336-3703,J140741.07+384007.6,211.921156019,38.6687784137
8336-3704,J140231.71+374052.9,210.632175032,37.6813872524
8336-6101,J135809.47+380306.8,209.539517297,38.0518685456
8336-6102,J140052.26+382504.8,210.217782954,38.4180312572
8336-6103,J135816.03+384836.8,209.56680463,38.8102111322
8336-6104,J140458.34+383803.2,211.243131598,38.6342138249
8336-9101,J140928.02+374112.2,212.366822822,37.6867491252
8336-9102,J140848.26+383225.7,212.20109,38.54049
8337-12701,J141002.29+384222.9,212.50975,38.70644
8337-12702,J141059.19+384554.0,212.74809,38.76536
8337-12703,J141526.03+372925.0,213.858459387,37.4902659668
8337-12704,J141556.91+373421.5,213.98749,37.57261
8337-12705,J141337.03+373140.2,213.404349787,37.5278711818
8337-1901,J141623.14+381127.4,214.096446764,38.190986148
8337-1902,J141936.98+381403.3,214.904021684,38.2342438662
8337-3701,J141511.61+370439.2,213.798415587,37.0775723293
8337-3702,J141922.66+375220.9,214.844443036,37.8724610607
8337-3703,J142131.91+380706.3,215.382983427,38.118413721
8337-3704,J142257.32+373138.7,215.738853719,37.5274241262
8337-6101,J141451.26+364723.8,213.713615058,36.7899518169
8337-6102,J141834.10+370127.9,214.642100658,37.024420277
8337-6103,J140908.03+384021.3,212.283483217,38.6725949943
8337-6104,J141349.19+371608.8,213.454946357,37.2690668654
8337-9101,J140933.65+384613.9,212.390217247,38.7705752277
8337-9102,J141244.08+382606.6,213.183657175,38.4351917779
8338-12701,J112812.29+215951.9,172.051190682,21.9968427778
8338-12702,J113017.61+221246.4,172.57341991,22.2130216028
8338-12703,J112805.65+232545.8,172.023326844,23.4292407086
8338-12704,J112924.40+222401.5,172.351680684,22.4003590456
8338-12705,J113120.04+212528.8,172.833530941,21.424677921
8338-1901,J112839.46+234015.2,172.16444668,23.670900821
8338-1902,J113355.50+233836.9,173.481443525,23.6437554726
8338-3701,J112859.25+225735.5,172.246907998,22.9599058459
8338-3702,J112445.10+225218.8,171.187927606,22.8719360936
8338-3703,J113108.88+230325.7,172.787029744,23.057180441
8338-3704,J113015.35+225931.1,172.563988015,22.9920100593
8338-6101,J113220.75+223748.4,173.086452708,22.630161434
8338-6102,J113043.82+222148.2,172.682670654,22.3635385076
8338-6103,J113002.99+232749.1,172.512499091,23.463632617
8338-6104,J113503.85+223054.5,173.766095443,22.5151645563
8338-9101,J112751.91+212433.2,171.96642307,21.4092051085
8338-9102,J112500.35+223050.9,171.251490671,22.514180073
8341-12701,J123607.68+463836.0,189.032061007,46.6432899922
8341-12702,J123735.51+444803.6,189.397995312,44.801017021
8341-12703,J124219.53+471312.1,190.581426554,47.2199878632
8341-12704,J123650.90+453902.9,189.213252539,45.6511702678
8341-12705,J124558.40+451156.3,191.493278418,45.1990128526
8341-1901,J124219.77+452616.2,190.582431495,45.4378646384
8341-1902,J124107.15+444011.6,190.279789022,44.6698894423
8341-3701,J124147.62+445452.7,190.448421792,44.9146305925
8341-3702,J123949.97+455600.8,189.958285005,45.9335624945
8341-3703,J124418.93+462425.7,191.078873674,46.4071308651
8341-3704,J124408.19+445330.8,191.034146056,44.8918867776
8341-6101,J124134.71+442929.0,190.394645188,44.4913906069
8341-6102,J124124.66+450244.5,190.35276054,45.0456823961
8341-6103,J123913.88+470015.7,189.807837762,47.0043531641
8341-6104,J124223.72+461815.4,190.598878077,46.3043007095
8341-9101,J123849.38+445730.7,189.705788835,44.9585256539
8341-9102,J124402.99+450745.3,191.012464449,45.1292659168
8438-12701,J095727.75+164444.4,149.365680476,16.7456529588
8438-12702,J095900.22+174901.6,149.750927326,17.8171406699
8438-12703,J095716.41+190651.2,149.318387901,19.1142196186
8438-12704,J095953.43+183549.0,149.972700701,18.5969436416
8438-12705,J100010.77+181205.9,150.04493465,18.201636494
8438-1901,J095905.41+183915.6,149.772557339,18.6543518727
8438-1902,J100050.95+172435.2,150.212382551,17.4097351456
8438-3701,J095153.03+173704.9,147.970992603,17.6180320685
8438-3702,J095820.58+180808.1,149.585775926,18.1356060166
