plateifu,iauname,objra,objdec
11015-6102,J125748.66+281049.5,194.45277728,28.1804534394
11015-6103,J130344.83+283245.3,195.936838231,28.5459215452
11015-6104,J130143.32+291042.0,195.430531765,29.1783455287
11015-9101,J125918.35+274256.6,194.826471094,27.7157490546
11015-9102,J125950.10+275529.4,194.958775937,27.9248502675
11016-12701,J140104.93+510410.6,210.270464903,51.0695717053
11016-12702,J140225.38+511231.1,210.605734525,51.2086285412
11016-12703,J141013.90+510649.0,212.557940634,51.1136212677
11016-12704,J140837.35+504836.9,212.15572101,50.8102593287
11016-12705,J140917.10+500253.1,212.321266069,50.0481183366
11016-1901,J140045.68+514343.3,210.190318477,51.7286842269
11016-1902,J140224.51+514113.0,210.602161793,51.6869609425
11016-3701,J140506.31+511524.0,211.276336284,51.2566992713
11016-3702,J140408.30+520429.3,211.034866443,52.0748820269
11016-3703,J141034.64+512752.5,212.644328575,51.4646053936
11016-3704,-9999,211.108333333,51.7380555556
11016-6101,J140627.75+495711.1,211.615727295,49.953105098
11016-6102,J140332.79+495807.2,210.886667439,49.9686831653
11016-6103,J140331.93+500046.1,210.883065662,50.0128049778
11016-6104,J141202.43+500813.4,213.010158799,50.1370959328
11016-9101,J135758.33+495839.5,209.493046404,49.9776378078
11016-9102,J140420.13+505504.1,211.083950527,50.9178904882
11017-12701,J131918.98+510736.2,199.829107877,51.126738437
11017-12702,J132455.88+511137.5,201.23284279,51.1937566628
11017-12703,J132601.91+511807.2,201.508002477,51.3020366089
11017-12704,J132956.49+505301.9,202.485377395,50.8838631272
11017-12705,J132747.16+510815.1,201.946539253,51.1375224871
11017-1901,J133006.64+503039.9,202.527674312,50.5110908415
11017-1902,J132852.12+492856.9,202.217214914,49.4825159674
11017-3701,J132454.54+495352.4,201.227247701,49.897904137
11017-3702,J132223.00+511912.5,200.595868718,51.3201395782
11017-3703,J133444.41+504613.4,203.685083768,50.7703870346
11017-3704,J133441.82+502751.0,203.674287678,50.4641682307
11017-6101,J132418.11+511501.7,201.07516,51.25022
11017-6102,J132322.81+501012.5,200.845092268,50.1701537798
11017-6103,J132250.50+514413.9,200.710727744,51.7382976222
11017-6104,J133118.66+505917.7,202.82777236,50.9882575745
11017-9101,J132353.25+512606.9,200.971919902,51.4352347109
11017-9102,J132101.43+503125.0,200.255968666,50.5235887339
11018-12701,J130306.97+495333.8,195.779334612,49.8921461447
11018-12702,J130237.49+502620.9,195.657161791,50.4384293765
11018-12703,J130629.39+513941.7,196.622495745,51.6616073084
11018-12704,J130316.11+503714.7,195.817130172,50.6207674422
11018-12705,J130924.72+502130.8,197.353013354,50.3585922424
11018-1901,J130244.03+511844.4,195.683487792,51.3123524375
11018-1902,J125951.95+511243.8,194.966486933,51.2121754672
11018-3701,J125441.21+492219.6,193.67171867,49.3721453128
11018-3702,J130210.78+501741.5,195.5449831,50.2948609546
11018-3703,J130830.78+503832.0,197.12842,50.64205
11018-3704,J130603.96+501458.9,196.516515829,50.2497252586
11018-6101,J130302.78+494042.9,195.761626708,49.6786028459
11018-6102,J130229.86+495728.2,195.624432506,49.9578255401
11018-6103,J125947.72+504743.0,194.94886985,50.7953040542
11018-6104,J130700.51+512524.3,196.752243098,51.423495978
11018-9101,J125839.40+495931.5,194.664211277,49.9921333232
11018-9102,J130223.09+502601.9,195.596267244,50.4338035271
11019-12701,J124557.34+512012.8,191.488926719,51.3368778754
11019-12702,J125203.59+514043.9,193.014734172,51.6800299204
11019-12703,J125955.38+523423.5,194.980735927,52.5732195471
11019-12704,J125443.79+525607.4,193.682516237,52.935429032
11019-12705,J125524.49+521607.0,193.853516955,52.2677083156
11019-1901,J124927.05+513454.8,192.362732058,51.5819077397
11019-1902,J130051.24+523402.7,195.213529957,52.5674204262
11019-3701,J125116.72+522910.7,192.819716572,52.4863058892
11019-3702,J125759.11+521540.3,194.49632713,52.2612233317
11019-3703,J130102.13+521121.3,195.258919229,52.1892428859
11019-3704,J125836.23+521021.5,194.650981008,52.1726477424
11019-6101,J124841.52+503621.3,192.173041423,50.6059334909
11019-6102,J125521.15+515126.0,193.838170045,51.8572469654
11019-6103,J124910.21+520618.7,192.292599801,52.1052134847
11019-6104,J125953.78+524554.3,194.974123851,52.7650996597
11019-9101,J125007.09+525100.4,192.529595736,52.8501580981
11019-9102,J125610.47+521635.6,194.043669892,52.2765747701
11020-12701,J133044.40+545435.9,202.68707,54.91083
11020-12702,J133626.96+545353.7,204.112346904,54.898334427
11020-12703,J134314.49+553615.0,205.8091,55.60314
11020-12704,J134256.35+553613.9,205.734796436,55.6038773973
11020-12705,J133714.85+554011.5,204.311897423,55.6698679555
11020-1901,J133801.46+551115.5,204.506139409,55.1876442182
11020-1902,J134124.30+553835.0,205.351226034,55.6430717696
11020-3701,J133504.33+535224.1,203.76808902,53.8733871028
11020-3702,J134124.63+561015.8,205.35332,56.17088
11020-3703,J134421.57+555121.3,206.089934288,55.8559572295
11020-3704,J134609.20+550937.3,206.538354722,55.1603854959
11020-6101,J133308.45+544939.1,203.285191922,54.8275160674
11020-6102,J133633.73+552533.1,204.14054997,55.4257996342
11020-6103,J134143.70+554026.0,205.432335253,55.6737595258
11020-6104,J134353.21+553927.1,205.937556213,55.6337897514
11020-9101,J133335.23+542743.6,203.396808206,54.4621239917
11020-9102,J134107.37+541554.6,205.280736563,54.2652027304
11021-12701,J131156.90+543208.5,197.986852624,54.535542336
11021-12702,J131817.27+545118.6,199.57208,54.85515
11021-12703,J132320.82+551135.7,200.836707435,55.1932443319
11021-12704,J132021.21+551402.3,200.088406046,55.2339621976
11021-12705,J132122.01+533942.9,200.341750449,53.661931186
11021-1901,J131446.51+540514.6,198.693806501,54.0873833851
11021-1902,J132745.69+544756.9,201.940392109,54.7991826521
11021-3701,J131358.35+532809.4,198.493112034,53.4692701112
11021-3702,J131240.99+534253.1,198.170838903,53.7147359215
11021-3703,J131915.89+543606.2,199.816264263,54.6017393989
11021-3704,J131328.91+533846.2,198.370492368,53.6461514306
11021-6101,J131629.40+525637.8,199.124261104,52.9336209269
11021-6102,J131350.85+541047.2,198.461910662,54.1798028677
11021-6103,J131340.52+544952.9,198.418777744,54.8314298641
11021-6104,J131829.97+540359.0,199.624888112,54.0664407703
11021-9101,J131314.97+531219.2,198.312401552,53.2053336786
11021-9102,J131930.25+552146.0,199.876103405,55.3628297322
11022-12701,J143552.76+051845.6,218.969868477,5.3127324829
11022-12702,J143939.47+050606.5,219.91458651,5.10172769843
11022-12703,J144502.43+043025.7,221.260145487,4.50713606406
11022-12704,J144257.95+050812.1,220.741481058,5.13670177068
11022-12705,J144438.35+042004.9,221.159823702,4.3346890061
11022-1901,J144109.89+043713.0,220.291238701,4.62029697178
11022-1902,J144213.01+034428.4,220.554212796,3.74122770506
11022-3701,J143544.37+045935.0,218.934888483,4.99307980248
11022-3702,J143651.28+055740.3,219.213702685,5.96122976659
11022-3703,J144009.89+052212.1,220.041248522,5.37001301866
11022-3704,J144216.88+034844.6,220.570359517,3.81241675969
11022-6101,J144006.69+035222.0,220.027462904,3.87356958262
11022-6102,J144103.33+041138.8,220.263896196,4.19413360961
11022-6103,J143832.57+062208.9,219.635747632,6.36916638491
11022-6104,J144502.01+044626.5,221.258396368,4.77407110239
11022-9101,J144225.53+052215.6,220.606365023,5.37095581699
11022-9102,J144432.55+044642.5,221.135643276,4.77850459902
11024-12701,J132545.11-005452.3,201.442019476,-0.914642891419
11024-12702,J133010.62-020615.0,202.543456591,-2.10481085363
11024-12703,J133219.02-014139.6,203.07932098,-1.69429263828
11024-12704,J133126.29-014107.1,202.859574784,-1.68532654093
11024-12705,J133343.88-022747.1,203.42966,-2.45323
11024-1901,J133115.98-013838.0,202.816626911,-1.64391596369
11024-1902,-9999,201.807572193,-2.270891752
11024-3701,J132500.37-012352.6,201.251553966,-1.39793084856
11024-3702,J133138.97-014612.8,202.912434874,-1.77023857457
11024-3703,J133500.64-002651.3,203.752677252,-0.447620213353
11024-3704,J133108.75-023718.1,202.786524678,-2.62170252038
11024-6101,J133200.23-024255.5,203.000954311,-2.7154414616
11024-6102,J133136.90-024232.1,202.903771158,-2.70896851712
11024-6103,J132451.91-010206.9,201.215462006,-1.03508337177
11024-6104,J133031.72-004403.1,202.632185668,-0.734217754
11024-9101,J133207.45-014148.3,203.031072161,-1.69675203342
11024-9102,J133223.05-022909.4,203.095968218,-2.48592309572
11025-12701,J170457.67+581647.6,256.24029088,58.2799101931
11025-12702,J171327.09+580436.6,258.362908586,58.0768246467
11025-12703,J172326.96+592718.0,260.861934299,59.4551167448
11025-12704,-9999,259.832416667,57.8988333333
11025-12705,J171524.48+571921.0,258.851993064,57.3224974205
11025-1901,J171540.85+573206.9,258.920198387,57.5352557841
11025-1902,J171623.98+572521.7,259.0999,57.42267
11025-3701,J170629.80+581355.1,256.624194392,58.2319307177
11025-3702,J170812.66+582559.8,257.052729927,58.4333034738
11025-3703,J171406.68+575936.9,258.527858295,57.9935726249
11025-3704,J171531.69+573008.8,258.882099135,57.5024640233
11025-6101,J170833.43+572836.1,257.139312744,57.4767036438
11025-6102,J171547.40+571806.7,258.947514977,57.3018587528
11025-6103,J171503.40+590421.4,258.76416631,59.0725939551
11025-6104,J171523.31+593517.1,258.84719,59.5880638553
11025-9101,J170835.41+574836.7,257.147341047,57.8101461383
11025-9102,J172519.06+584900.3,261.32942229,58.8167434738
11742-12701,J081214.75+394656.8,123.061504897,39.7824655654
11742-12702,J081335.12+385542.3,123.39634786,38.9283986605
11742-12703,J082101.34+384150.0,125.255644465,38.697230604
11742-12704,J081422.02+391504.8,123.591747728,39.2513462898
11742-12705,J082155.46+382238.8,125.481135257,38.3774462494
11742-1901,J080919.40+385631.1,122.330865344,38.9419786271
11742-1902,J082056.91+383802.2,125.237180839,38.6339441891
11742-3701,J081638.46+375032.8,124.160275453,37.8424604665
11742-3702,J081101.26+400324.7,122.755264106,40.0568759253
11742-3703,J082110.29+391546.9,125.293105731,39.263037569
11742-3704,J082218.77+381559.4,125.57832,38.26645
11742-6101,J081932.59+380749.2,124.885818798,38.1303535794
11742-6102,J081713.33+380045.2,124.305616482,38.0125501806
11742-6103,J081153.37+401348.2,122.972416583,40.230077419
11742-6104,J081433.18+383241.2,123.638301433,38.5447857357
11742-9101,J081246.04+392123.5,123.191882352,39.3565351369
11742-9102,J082110.83+382553.6,125.295179336,38.4315829397
11743-12701,J075329.53+140122.4,118.373086377,14.0230038086
11743-12702,J075322.55+131303.4,118.34399128,13.2176201275
11743-12703,J075242.66+145026.4,118.177788467,14.8406894758
11743-12704,J075455.70+144306.7,118.731917828,14.7167640843
11743-12705,J075404.20+135713.9,118.518734153,13.9541197757
11743-1901,J075357.86+144158.6,118.49108998,14.6996414879
11743-1902,J075600.40+141144.0,119.002630948,14.1957459119
11743-3701,J075311.87+123749.1,118.299461052,12.630313753
11743-3702,J075354.98+130916.5,118.479087403,13.1546013221
11743-3703,J075534.98+140104.4,118.895781012,14.0179133341
11743-3704,J075328.86+130559.8,118.370250619,13.0999727892
11743-6101,J075440.89+142423.0,118.670467455,14.4064423749
11743-6102,J075339.40+132602.0,118.414213708,13.4338957778
11743-6103,J075354.06+144402.6,118.475278504,14.7340816288
11743-6104,J075516.45+142603.9,118.818551049,14.4344465536
11743-9101,J075349.30+142402.6,118.455439628,14.4007507443
11743-9102,J075457.86+142718.8,118.741100216,14.4552428038
11744-12701,J080806.12+145015.8,122.025515329,14.8377796365
11744-12702,J080732.31+145603.8,121.884641621,14.9343966399
11744-12703,J080037.32+155210.0,120.155540377,15.8694566777
11744-12704,J080235.23+162939.2,120.6467272,16.4942741768
11744-12705,J080852.28+145145.2,122.217871845,14.8625909491
11744-1901,J080028.55+152711.1,120.118946471,15.4530999131
11744-1902,J080059.63+153729.1,120.24858,15.62469
11744-3701,J080430.89+152901.6,121.128736832,15.4838097789
11744-3702,-9999,119.85175,16.4189444444
11744-3703,J080625.01+164241.6,121.604240384,16.7115494398
11744-3704,J080712.30+145906.7,121.801261748,14.9852209127
11744-6101,J080716.58+145703.3,121.819112015,14.9509404831
11744-6102,J080137.20+154234.9,120.405033787,15.709746523
11744-6103,J080442.30+154632.6,121.176291463,15.7757325894
11744-6104,J080640.75+160420.5,121.669807111,16.0723818236
11744-9101,J080140.32+153841.1,120.418077307,15.6447504583
11744-9102,J080740.97+145635.7,121.9207632,14.9432527135
11745-12701,J082805.57+444602.2,127.024478063,44.766756573
11745-12702,J082922.09+432129.0,127.34375942,43.3586843172
11745-12703,J083111.13+444135.4,127.796397595,44.6931705365
11745-12704,J083239.90+442051.6,128.166254541,44.3476870645
11745-12705,J083842.19+433223.9,129.68530197,43.547523434
11745-1901,J083812.06+444825.8,129.550307731,44.8071695466
11745-1902,J083856.03+432552.3,129.733469875,43.4312168656
11745-3701,J083447.46+434340.6,128.698307457,43.7270636429
11745-3702,J083315.88+440257.3,128.316183998,44.049277626
11745-3703,J083641.03+450549.1,129.171011759,45.0969721629
11745-3704,J083404.83+441938.0,128.520167245,44.3272172592
11745-6101,J083353.70+445255.8,128.473791951,44.8821564751
11745-6102,J083623.04+432824.6,129.095996405,43.4735167949
11745-6103,J083635.15+450115.8,129.146485344,45.0210510403
11745-6104,J083708.43+450953.7,129.285155639,45.1649616715
11745-9101,J083117.64+432747.7,127.823502328,43.463286778
11745-9102,J083729.49+435209.7,129.37292008,43.8693536475
11746-12701,J082910.19+302302.9,127.29216,30.38484
11746-12702,J083147.13+302434.0,127.946472625,30.4094706938
11746-12703,J083508.72+294233.4,128.78634008,29.7092884241
11746-12704,J083108.36+305344.1,127.784887573,30.8956066933
11746-12705,J083241.10+291243.9,128.17077,29.21353
11746-1901,J082457.10+294324.1,126.237921733,29.723381276
11746-1902,J083120.98+294820.0,127.83744811,29.805614969
11746-3701,J082858.87+302728.7,127.245306891,30.4580188634
11746-3702,J082831.99+302419.9,127.133214684,30.4054670089
11746-3703,J083238.73+302144.6,128.161412768,30.3624053793
11746-3704,J083232.95+295617.1,128.137327288,29.9381186536
11746-6101,J082937.41+295911.9,127.405873414,29.9866751149
11746-6102,J083109.82+294740.8,127.790926398,29.7946746868
11746-6103,J082941.35+304116.7,127.422328923,30.6879750516
11746-6104,J083219.80+303124.0,128.08267315,30.523320926
11746-9101,J082714.78+294929.4,126.811623921,29.824870623
11746-9102,J083414.10+301459.3,128.558735058,30.2498203961
11747-12701,J084030.27+273751.2,130.126015992,27.6309136145
11747-12702,J083603.33+285747.2,129.013881055,28.963161811
11747-12703,J084002.36+294902.6,130.009842616,29.8174476442
11747-12704,J083915.79+285041.9,129.815965887,28.84410349
11747-12705,J084038.57+271427.9,130.160791015,27.2411152717
11747-1901,J084449.13+281853.5,131.204734198,28.3148852145
11747-1902,J083913.76+270432.5,129.807348927,27.0757426581
11747-3701,J083547.90+284510.9,128.949656177,28.753142151
11747-3702,J083344.49+290251.3,128.435420356,29.0476199775
11747-3703,J084245.30+283117.7,130.688771558,28.5216082002
11747-3704,J083646.56+283956.0,129.194027018,28.665580678
11747-6101,J084019.80+274424.8,130.08255306,27.7402146324
11747-6102,J083941.65+274332.2,129.923733498,27.725716146
11747-6103,J084103.91+291343.9,130.266198489,29.2288194943
11747-6104,J084321.18+284951.6,130.838287575,28.8310242398
11747-9101,J083659.35+294523.0,129.247318808,29.7564069623
11747-9102,J084236.30+271611.9,130.651363767,27.2701682973
11748-12701,J091503.53+291611.8,138.764757557,29.2699499706
11748-12702,J091408.39+294432.9,138.535200316,29.7422104324
11748-12703,J091439.09+295905.9,138.668171586,29.9876100223
11748-12704,J091905.32+310613.3,139.772229243,31.1036944406
11748-12705,J091459.89+294348.9,138.748621092,29.7302403512
11748-1901,J091336.83+295558.6,138.403490666,29.9329800231
11748-1902,J091414.77+294143.8,138.561561076,29.6955144778
11748-3701,J091334.02+300223.2,138.391769377,30.0397975213
11748-3702,J091354.67+295544.3,138.477803643,29.9289931087
11748-3703,J091455.39+301201.0,138.728926606,30.2024676512
11748-3704,J091615.40+304924.0,139.065227732,30.8240252853
11748-6101,J091242.29+300047.9,138.173304451,30.0150161422
11748-6102,J091339.47+295934.5,138.414477288,29.9929365146
11748-6103,J091443.09+301027.0,138.675773926,30.1762933953
11748-6104,J091820.08+302416.1,139.583693994,30.4044822425
11748-9101,J091314.18+293639.5,138.309146565,29.6110115735
11748-9102,J091458.59+295026.9,138.74208,29.84282
11749-12701,J091316.10+312132.0,138.31816,31.35845
11749-12702,J091552.66+322757.5,138.969363169,32.4659343959
11749-12703,J091954.42+330626.1,139.97680569,33.1072866569
11749-12704,J091954.10+325558.9,139.97678,32.93352
11749-12705,J092149.13+310057.6,140.454724718,31.0160315637
11749-1901,J092011.21+324945.6,140.046766253,32.8293639942
11749-1902,J091856.48+323046.8,139.735344839,32.5130047571
11749-3701,J091820.09+313042.5,139.583774457,31.5118204419
11749-3702,J091859.40+315140.6,139.747511605,31.8612870052
11749-3703,J091840.48+312724.3,139.668688334,31.4567266319
11749-3704,J092110.55+312315.4,140.294063683,31.3876540534
11749-6101,J091823.55+303235.4,139.598141087,30.5431759706
11749-6102,J091645.60+305438.9,139.1925,30.91092
11749-6103,J091932.69+323910.0,139.886571191,32.6536545363
11749-6104,J092106.50+311342.1,140.277098139,31.2283981495
11749-9101,J091147.93+325526.9,137.949754694,32.9241382218
11749-9102,J091740.56+330052.5,139.419004477,33.0145981335
11750-12701,J123350.35+393111.1,188.459809652,39.519731261
11750-12702,J123507.88+403350.9,188.782887092,40.5641933863
11750-12703,J124411.25+414005.7,191.04697,41.66809
11750-12704,J123802.96+411759.3,189.512431351,41.2998083143
11750-12705,J123638.78+401555.1,189.161552061,40.2652600782
11750-1901,-9999,190.387541667,41.1516388889
11750-1902,J124619.38+403228.1,191.580813449,40.5411489273
